1403715528862622720,0.01298,0.03951,0.08928,0.09849,-0.01814,-0.00132,0.00775,0.01977
1403715528909787392,0.01085,0.04172,0.08506,0.09536,-0.02242,-0.00069,0.00963,0.02441
1403715528966042112,0.00558,0.03522,0.07770,0.08549,-0.02461,-0.00052,0.00942,0.02636
1403715529016036864,0.00491,0.03400,0.07690,0.08422,-0.02220,-0.00060,0.00826,0.02370
1403715529065610496,0.00471,0.03306,0.07624,0.08323,-0.02079,-0.00061,0.00753,0.02212
1403715529115246080,0.00426,0.03176,0.07547,0.08200,-0.02103,-0.00063,0.00741,0.02231
1403715529165249792,0.00196,0.02746,0.07478,0.07969,-0.02086,-0.00069,0.00691,0.02199
1403715529214817536,0.00167,0.02553,0.07439,0.07867,-0.02058,-0.00060,0.00661,0.02162
1403715529264404224,0.00243,0.02396,0.07352,0.07737,-0.01811,0.00004,0.00551,0.01893
1403715529314273280,0.00269,0.02323,0.07316,0.07681,-0.01924,0.00083,0.00575,0.02010
1403715529364153344,0.00134,0.02330,0.07340,0.07702,-0.01678,0.00116,0.00438,0.01738
1403715529414069504,0.00134,0.02343,0.07356,0.07722,-0.01690,0.00077,0.00422,0.01743
1403715529464039168,-0.00008,0.02382,0.07397,0.07771,-0.01954,0.00075,0.00665,0.02065
1403715529513954816,-0.00030,0.02415,0.07366,0.07752,-0.02304,-0.00024,0.01020,0.02519
1403715529563846656,-0.00152,0.02470,0.07312,0.07719,-0.02828,-0.00203,0.01458,0.03188
1403715529613723648,-0.00166,0.02436,0.07347,0.07742,-0.03093,-0.00244,0.01554,0.03470
1403715529663515648,-0.00219,0.02373,0.07364,0.07740,-0.03579,-0.00280,0.01658,0.03954
1403715529712839424,-0.00286,0.02318,0.07366,0.07728,-0.04050,-0.00381,0.01738,0.04423
1403715529762742272,-0.00314,0.02236,0.07415,0.07751,-0.04509,-0.00476,0.01838,0.04892
1403715529812715776,-0.00309,0.02187,0.07439,0.07760,-0.04811,-0.00547,0.01963,0.05224
1403715529862652416,-0.00313,0.02172,0.07426,0.07744,-0.05008,-0.00607,0.02156,0.05486
1403715529912771840,-0.00282,0.02152,0.07452,0.07762,-0.05161,-0.00645,0.02119,0.05616
1403715529962847232,-0.00255,0.02124,0.07489,0.07789,-0.05114,-0.00847,0.02387,0.05707
1403715530012720896,-0.00259,0.02111,0.07497,0.07793,-0.05062,-0.00832,0.02405,0.05666
1403715530062526208,-0.00267,0.02068,0.07530,0.07814,-0.04975,-0.00696,0.02432,0.05581
1403715530112556544,-0.00291,0.02038,0.07554,0.07829,-0.04912,-0.00430,0.02308,0.05444
1403715530162811904,-0.00326,0.02009,0.07582,0.07851,-0.04856,-0.00110,0.02059,0.05276
1403715530213215488,-0.00306,0.01970,0.07646,0.07901,-0.04882,0.00354,0.01893,0.05248
1403715530263416832,-0.00326,0.01961,0.07683,0.07936,-0.04889,0.00705,0.01457,0.05150
1403715530313336064,-0.00358,0.01944,0.07714,0.07963,-0.04874,0.00971,0.00988,0.05067
1403715530363185920,-0.00392,0.01930,0.07731,0.07978,-0.04848,0.01066,0.00538,0.04992
1403715530413057024,-0.00421,0.01918,0.07753,0.07998,-0.04784,0.01112,0.00551,0.04942
1403715530462881792,-0.00434,0.01909,0.07784,0.08026,-0.04702,0.00880,0.00516,0.04812
1403715530512765952,-0.00449,0.01897,0.07787,0.08028,-0.04649,0.00758,0.00536,0.04741
1403715530562716160,-0.00462,0.01885,0.07787,0.08025,-0.04585,0.00686,0.00625,0.04678
1403715530612701696,-0.00470,0.01885,0.07785,0.08024,-0.04501,0.00530,0.00816,0.04605
1403715530662712832,-0.00474,0.01874,0.07784,0.08020,-0.04409,0.00532,0.01048,0.04563
1403715530712701440,-0.00471,0.01875,0.07779,0.08016,-0.04380,0.00529,0.01160,0.04562
1403715530762705664,-0.00488,0.01879,0.07770,0.08009,-0.04247,0.00402,0.01443,0.04504
1403715530812672000,-0.00486,0.01874,0.07769,0.08006,-0.04175,0.00409,0.01538,0.04469
1403715530862647296,-0.00485,0.01866,0.07767,0.08003,-0.04131,0.00451,0.01630,0.04464
1403715530912629248,-0.00478,0.01864,0.07771,0.08006,-0.04080,0.00373,0.01722,0.04444
1403715530962625792,-0.00489,0.01889,0.07772,0.08013,-0.04086,0.00108,0.01832,0.04479
1403715531012602112,-0.00493,0.01883,0.07774,0.08014,-0.04132,0.00157,0.01849,0.04529
1403715531062535680,-0.00468,0.01891,0.07785,0.08025,-0.03949,-0.00067,0.02117,0.04481
1403715531112497920,-0.00460,0.01892,0.07785,0.08025,-0.04070,-0.00290,0.02272,0.04670
1403715531162498816,-0.00455,0.01880,0.07790,0.08027,-0.04169,-0.00275,0.02434,0.04835
1403715531212628224,-0.00444,0.01876,0.07793,0.08028,-0.04301,-0.00413,0.02603,0.05045
1403715531262736384,-0.00439,0.01876,0.07793,0.08028,-0.04324,-0.00451,0.02873,0.05211
1403715531312718592,-0.00440,0.01875,0.07789,0.08023,-0.04240,-0.00354,0.03049,0.05234
1403715531362577152,-0.00429,0.01864,0.07760,0.07992,-0.04056,0.00131,0.03163,0.05145
1403715531412589824,-0.00429,0.01864,0.07755,0.07987,-0.03944,0.00261,0.03244,0.05113
1403715531462587648,-0.00426,0.01856,0.07753,0.07984,-0.04059,0.00437,0.03269,0.05230
1403715531512545024,-0.00423,0.01858,0.07755,0.07986,-0.04151,0.00632,0.03417,0.05413
1403715531562505728,-0.00422,0.01849,0.07767,0.07995,-0.04367,0.00759,0.03415,0.05596
1403715531612362496,-0.00421,0.01855,0.07774,0.08003,-0.04560,0.00944,0.03646,0.05915
1403715531662249472,-0.00417,0.01846,0.07794,0.08020,-0.04828,0.01198,0.03841,0.06285
1403715531712264192,-0.00413,0.01853,0.07802,0.08030,-0.05026,0.01456,0.03956,0.06560
1403715531762309888,-0.00408,0.01861,0.07814,0.08043,-0.05204,0.01735,0.04282,0.06959
1403715531812410880,-0.00407,0.01873,0.07825,0.08056,-0.05355,0.01940,0.04392,0.07192
1403715531862463488,-0.00398,0.01883,0.07826,0.08059,-0.05431,0.02042,0.04535,0.07364
1403715531912476928,-0.00397,0.01889,0.07827,0.08061,-0.05488,0.02149,0.04728,0.07556
1403715531962417408,-0.00382,0.01897,0.07827,0.08063,-0.05303,0.01883,0.04923,0.07477
1403715532012391680,-0.00388,0.01895,0.07836,0.08071,-0.05318,0.01953,0.05136,0.07647
1403715532062375424,-0.00385,0.01896,0.07837,0.08072,-0.05285,0.01870,0.05281,0.07701
1403715532112368128,-0.00383,0.01899,0.07835,0.08071,-0.05325,0.01910,0.05323,0.07767
1403715532162364928,-0.00377,0.01900,0.07838,0.08074,-0.05247,0.01850,0.05474,0.07805
1403715532212351744,-0.00373,0.01901,0.07842,0.08078,-0.05155,0.01736,0.05693,0.07874
1403715532262300672,-0.00366,0.01903,0.07848,0.08084,-0.05147,0.01756,0.06031,0.08121
1403715532312289024,-0.00362,0.01905,0.07856,0.08092,-0.04902,0.01444,0.06388,0.08180
1403715532362271232,-0.00357,0.01907,0.07857,0.08094,-0.04851,0.01333,0.06582,0.08284
1403715532412270336,-0.00354,0.01911,0.07855,0.08092,-0.04821,0.01190,0.06706,0.08344
1403715532462278656,-0.00355,0.01915,0.07854,0.08092,-0.04727,0.01000,0.06811,0.08351
1403715532512284416,-0.00358,0.01916,0.07853,0.08091,-0.04654,0.00849,0.06881,0.08351
1403715532562317568,-0.00361,0.01918,0.07847,0.08086,-0.04592,0.00626,0.06833,0.08256
1403715532612340736,-0.00366,0.01920,0.07847,0.08086,-0.04476,0.00468,0.06913,0.08249
1403715532662360576,-0.00372,0.01924,0.07843,0.08084,-0.04398,0.00377,0.06939,0.08224
1403715532712379648,-0.00376,0.01927,0.07839,0.08081,-0.04352,0.00325,0.06939,0.08197
1403715532762395904,-0.00379,0.01931,0.07835,0.08078,-0.04335,0.00399,0.06868,0.08131
1403715532812405248,-0.00381,0.01937,0.07830,0.08075,-0.04333,0.00539,0.06791,0.08074
1403715532862415872,-0.00382,0.01943,0.07823,0.08070,-0.04518,0.00806,0.06524,0.07977
1403715532912398592,-0.00382,0.01951,0.07817,0.08066,-0.04575,0.01123,0.06344,0.07902
1403715532962381824,-0.00382,0.01959,0.07809,0.08060,-0.04681,0.01550,0.06068,0.07819
1403715533012367872,-0.00382,0.01968,0.07796,0.08050,-0.04846,0.02098,0.05659,0.07740
1403715533062361344,-0.00376,0.01980,0.07774,0.08031,-0.05153,0.02894,0.05005,0.07745
1403715533112343808,-0.00382,0.01984,0.07757,0.08016,-0.05367,0.03383,0.04385,0.07712
1403715533162317824,-0.00382,0.01999,0.07732,0.07995,-0.05656,0.04379,0.03590,0.08003
1403715533212281856,-0.00365,0.02011,0.07707,0.07973,-0.05775,0.05138,0.03025,0.08301
1403715533262254080,-0.00365,0.02019,0.07694,0.07963,-0.05688,0.05532,0.02777,0.08406
1403715533312232448,-0.00369,0.02024,0.07686,0.07957,-0.05491,0.05815,0.02697,0.08440
1403715533362236160,-0.00387,0.02023,0.07679,0.07950,-0.05353,0.05707,0.02418,0.08190
1403715533412314880,-0.00407,0.02016,0.07672,0.07943,-0.05140,0.05061,0.02098,0.07513
