# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1699334490.24432 0.816833 -1.566452 0.100975 0.204982 0.035958 -0.680601 0.702476 0.0435428788 -0.0049479951 0.0006073303 0.0309209630 0.0020763109 0.0541653393 0.0656456115 0.0006703345 -0.0308288333 0.0269383944 -0.0477792137 0.1498261044
1699334490.31106 0.692619 -1.160962 0.856290 -0.214055 0.068184 -0.673642 0.704087 0.0267964235 -0.0030518966 -0.0091726219 0.0258609141 0.0064996929 0.0490896729 0.1773820512 0.0846674469 -0.0024828228 0.0423729657 0.0058160776 0.1021668009
1699334490.37781 1.003688 -1.046818 1.037552 -0.210173 0.061223 -0.675207 0.704397 0.0786414650 -0.0027489007 0.0050015181 0.0827940435 -0.0105234468 0.1029715506 0.0899373236 0.0571668803 -0.0262308926 0.0870144073 0.0299137346 0.0569940089
1699334490.44456 1.339558 -0.953712 1.197679 -0.208329 0.061037 -0.675508 0.704672 0.1331771122 -0.0027755531 0.0052960346 0.1369059806 -0.0102270532 0.1577488043 0.0925014606 0.0649797731 -0.0413699918 0.1454014945 0.0336506388 0.0698326046
1699334490.51131 1.706086 -0.844455 1.357593 -0.209715 0.059971 -0.674043 0.705754 0.1878476836 -0.0028040923 0.0053840709 0.1915615142 -0.0102624093 0.2124918466 0.1044256819 0.0711903416 -0.0622657456 0.2313126507 0.0368759722 0.0936640141
1699334490.57805 2.095731 -0.725281 1.506409 -0.212390 0.055763 -0.672553 0.706721 0.2428110236 -0.0028886828 0.0056474907 0.2463747285 -0.0102221605 0.2674284533 0.1268706980 0.0717420926 -0.0898470121 0.3482103574 0.0384709424 0.1283978791
1699334490.64480 2.491800 -0.586669 1.635867 -0.210991 0.052398 -0.672365 0.707575 0.2979173499 -0.0028758992 0.0057591886 0.3013011323 -0.0100948791 0.3227546222 0.1626513249 0.0632435562 -0.1242452194 0.4973601897 0.0365256080 0.1744230565
1699334490.71155 2.895125 -0.426655 1.752756 -0.211887 0.052776 -0.671764 0.707850 0.3532083185 -0.0028869197 0.0057831700 0.3566229903 -0.0101624350 0.3781458470 0.2192677521 0.0431506535 -0.1673727302 0.6859312179 0.0286672054 0.2344323064
1699334490.77830 3.318266 -0.246290 1.856508 -0.213831 0.052610 -0.671619 0.707415 0.4087477547 -0.0029299923 0.0058716916 0.4121693120 -0.0102351277 0.4337087254 0.3060640391 0.0085595041 -0.2232225469 0.9275887808 0.0116169327 0.3149823265
1699334490.84505 3.763716 -0.058097 1.950532 -0.215702 0.052732 -0.671225 0.707212 0.4644933695 -0.0029679951 0.0059422123 0.4679397732 -0.0103181166 0.4894854633 0.4349851901 -0.0415929514 -0.2973481771 1.2386818980 -0.0166555382 0.4218140535
1699334490.91179 4.228645 0.139429 2.038935 -0.224912 0.034744 -0.677842 0.699098 0.5135002984 0.0221020037 0.0267780004 0.4310464969 -0.0873159409 0.4811780155 0.6207029808 -0.1100243428 -0.3975983125 1.6389283519 -0.0595714225 0.5618308962
